	sequence	url	index	user	output	labels	parameter	method	SubClass	Unnamed: 0.1	Unnamed: 0	id
530	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', 'http://192.168.56.103:8080/user/user2/configure', 'http://192.168.56.103:8080/user/user2/configSubmit', 'http://192.168.56.103:8080/user/user2/configSubmit']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard listroot build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	post	17.0	530.0	530.0	76.0
531	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', 'http://192.168.56.103:8080/user/user2/configure', 'http://192.168.56.103:8080/user/user2/configSubmit', 'http://192.168.56.103:8080/user/user2/configSubmit']	http://192.168.56.103:8080/#	3.0	user2	dashboard listroot build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		post	17.0	531.0	531.0	76.0
884	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/fingerprintCheck', 'http://192.168.56.103:8080/doFingerprintCheck?Jenkins-Crumb=9d900a37b42ad8785697ddecf6e771c0']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	post	17.0	884.0	884.0	109.0
889	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/toggleCollapse?paneId=executors']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	post	17.0	889.0	889.0	110.0
540	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', 'http://192.168.56.103:8080/user/user2/builds']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	540.0	540.0	77.0
541	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', 'http://192.168.56.103:8080/user/user2/builds']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	541.0	541.0	77.0
548	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	548.0	548.0	78.0
549	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	549.0	549.0	78.0
553	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	553.0	553.0	78.0
554	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', '/']	click on /	8.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	554.0	554.0	78.0
557	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/try1/', 'http://192.168.56.103:8080/job/try1/lastUnsuccessfulBuild/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	557.0	557.0	79.0
558	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/try1/', 'http://192.168.56.103:8080/job/try1/lastUnsuccessfulBuild/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	558.0	558.0	79.0
562	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/try1/', 'http://192.168.56.103:8080/job/try1/lastUnsuccessfulBuild/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	562.0	562.0	79.0
569	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/jobWithFileParam/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	569.0	569.0	80.0
570	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/jobWithFileParam/', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	570.0	570.0	80.0
574	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/jobWithFileParam/', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	574.0	574.0	80.0
577	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/jobWithFileParam/', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	577.0	577.0	80.0
580	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssLatest', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	580.0	580.0	81.0
581	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssLatest', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	581.0	581.0	81.0
585	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssLatest', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	585.0	585.0	81.0
588	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssLatest', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	588.0	588.0	81.0
591	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssFailed', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	591.0	591.0	82.0
592	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssFailed', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	592.0	592.0	82.0
596	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssFailed', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	596.0	596.0	82.0
599	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssFailed', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	599.0	599.0	82.0
602	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssAll', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	602.0	602.0	83.0
603	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssAll', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	603.0	603.0	83.0
607	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssAll', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	607.0	607.0	83.0
610	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssAll', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	610.0	610.0	83.0
613	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/api/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	613.0	613.0	84.0
614	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/api/', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	614.0	614.0	84.0
618	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/api/', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	618.0	618.0	84.0
621	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/api/', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	621.0	621.0	84.0
624	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/projectRelationship', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	624.0	624.0	85.0
625	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/projectRelationship', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	625.0	625.0	85.0
629	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/projectRelationship', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	629.0	629.0	85.0
632	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/projectRelationship', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	632.0	632.0	85.0
635	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/asynchPeople/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	635.0	635.0	86.0
636	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/asynchPeople/', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	636.0	636.0	86.0
640	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/asynchPeople/', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	640.0	640.0	86.0
643	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/asynchPeople/', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	643.0	643.0	86.0
646	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/me/my-views', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	646.0	646.0	87.0
647	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/me/my-views', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	647.0	647.0	87.0
651	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/me/my-views', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	651.0	651.0	87.0
654	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/me/my-views', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	654.0	654.0	87.0
657	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/legend', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	657.0	657.0	88.0
658	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/legend', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	658.0	658.0	88.0
662	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/legend', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	662.0	662.0	88.0
665	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/legend', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	665.0	665.0	88.0
668	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/fingerprintCheck', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	668.0	668.0	89.0
669	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/fingerprintCheck', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	669.0	669.0	89.0
673	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/fingerprintCheck', '/']	click on /	7.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	673.0	673.0	89.0
676	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/fingerprintCheck', '/']	click on /	10.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	20.0	676.0	676.0	89.0
679	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/view/all/builds', '/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0	(user2,user2Pass)	get	21.0	679.0	679.0	90.0
680	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/view/all/builds', '/', '/']	http://192.168.56.103:8080/#	3.0	user2	dashboard build queue build executor status master puter f xecutors w name last success last failure last duration w description build stability	8.0		get	22.0	680.0	680.0	90.0
