	Unnamed: 0	sequence	url	index	user	method	output	parameter	id	labels
23	23	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/culture', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world']	http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world	5	admin	get	edit detail written category published su fieldsu edited su fieldspecial edited su special fieldregistered edited su registered libby bank buzzy artistic place planet  might expect libby bank explores actually make cultural hub assumption creativity individual genius truth big breakthrough also social process often occurring diverse population come together historically essential ingredient creating great art classical athens renaissance florence postwar new york swinging london artist go others follow recent decade process gentrification become well established academic richard florida popularised theory early creativity enables urban development bohemian artist move innercity workingclass abandoned industrial area cheaper accommodation studio space make place fun interesting middle class drawn openminded icommunities amenity come mexico sharjah belgrade dakar bangkok su facebooks could misused user administrator template super user		3	27
24	24	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/tags/tagsu']	http://192.168.56.105/	0		get	uncategorised facebooks could misused username password remember log forgot username forgot password		4	48
25	25	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/tags/tagsu']	http://192.168.56.105/index.php	1	admin	post	uncategorised su facebooks could misused user administrator template super user	(admin,adminPass)	4	54
26	26	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/tags/tagsu']	http://192.168.56.105/index.php/tags/tagsu	2	admin	get	su titlei display su facebooks could misused user administrator template super user		4	59
27	27	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/tags/tagsu']	http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world	3	admin	get	edit detail written category published su fieldsu edited su fieldspecial edited su special fieldregistered edited su registered libby bank buzzy artistic place planet  might expect libby bank explores actually make cultural hub assumption creativity individual genius truth big breakthrough also social process often occurring diverse population come together historically essential ingredient creating great art classical athens renaissance florence postwar new york swinging london artist go others follow recent decade process gentrification become well established academic richard florida popularised theory early creativity enables urban development bohemian artist move innercity workingclass abandoned industrial area cheaper accommodation studio space make place fun interesting middle class drawn openminded icommunities amenity come mexico sharjah belgrade dakar bangkok su facebooks could misused user administrator template super user		4	27
28	28	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/tags/tagsu']	http://192.168.56.105/index.php/tags/tagsu	4	admin	get	su titlei display su facebooks could misused user administrator template super user		4	59
29	29	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/sport/4-transfer-news-done-deals-in-transfer-window-in-october']	http://192.168.56.105/	0		get	uncategorised facebooks could misused username password remember log forgot username forgot password		5	48
30	30	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/sport/4-transfer-news-done-deals-in-transfer-window-in-october']	http://192.168.56.105/index.php	1	admin	post	uncategorised su facebooks could misused user administrator template super user	(admin,adminPass)	5	54
31	31	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/sport/4-transfer-news-done-deals-in-transfer-window-in-october']	http://192.168.56.105/index.php/tags/tagsu	2	admin	get	su titlei display su facebooks could misused user administrator template super user		5	59
32	32	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/sport/4-transfer-news-done-deals-in-transfer-window-in-october']	http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world	3	admin	get	edit detail written category published su fieldsu edited su fieldspecial edited su special fieldregistered edited su registered libby bank buzzy artistic place planet  might expect libby bank explores actually make cultural hub assumption creativity individual genius truth big breakthrough also social process often occurring diverse population come together historically essential ingredient creating great art classical athens renaissance florence postwar new york swinging london artist go others follow recent decade process gentrification become well established academic richard florida popularised theory early creativity enables urban development bohemian artist move innercity workingclass abandoned industrial area cheaper accommodation studio space make place fun interesting middle class drawn openminded icommunities amenity come mexico sharjah belgrade dakar bangkok su facebooks could misused user administrator template super user		5	27
33	33	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/sport/4-transfer-news-done-deals-in-transfer-window-in-october']	http://192.168.56.105/index.php/sport	4	admin	get	detail written category published fieldspecial give info premier league championship closed start new english topflight season window scottish club england league   europe top league also closed running english football league atkinson unattached port vale kwame thomas unattached doncaster english football league joseph dodoo unattached bolton su facebooks could misused user administrator template super user		5	38
34	34	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/sport/4-transfer-news-done-deals-in-transfer-window-in-october']	http://192.168.56.105/index.php/sport/4-transfer-news-done-deals-in-transfer-window-in-october	5	admin	get	detail written category published fieldspecial give info premier league championship closed start new english topflight season window scottish club england league   europe top league also closed running english football league atkinson unattached port vale kwame thomas unattached doncaster english football league joseph dodoo unattached bolton su facebooks could misused user administrator template super user		5	38
35	35	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/your-profile']	http://192.168.56.105/	0		get	uncategorised facebooks could misused username password remember log forgot username forgot password		6	48
36	36	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/your-profile']	http://192.168.56.105/index.php	1	admin	post	uncategorised su facebooks could misused user administrator template super user	(admin,adminPass)	6	54
37	37	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/your-profile']	http://192.168.56.105/index.php/tags/tagsu	2	admin	get	su titlei display su facebooks could misused user administrator template super user		6	59
38	38	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/your-profile']	http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world	3	admin	get	edit detail written category published su fieldsu edited su fieldspecial edited su special fieldregistered edited su registered libby bank buzzy artistic place planet  might expect libby bank explores actually make cultural hub assumption creativity individual genius truth big breakthrough also social process often occurring diverse population come together historically essential ingredient creating great art classical athens renaissance florence postwar new york swinging london artist go others follow recent decade process gentrification become well established academic richard florida popularised theory early creativity enables urban development bohemian artist move innercity workingclass abandoned industrial area cheaper accommodation studio space make place fun interesting middle class drawn openminded icommunities amenity come mexico sharjah belgrade dakar bangkok su facebooks could misused user administrator template super user		6	27
39	39	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/your-profile']	http://192.168.56.105/index.php/sport	4	admin	get	detail written category published fieldspecial give info premier league championship closed start new english topflight season window scottish club england league   europe top league also closed running english football league atkinson unattached port vale kwame thomas unattached doncaster english football league joseph dodoo unattached bolton su facebooks could misused user administrator template super user		6	38
40	40	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/your-profile']	http://192.168.56.105/index.php/your-profile	5	admin	get	edit namei username optional password optional confirm password optional addressi confirm addressi basic optional use default codemirror none tinymce use default time zone optional use default abidjan accra addis ababa algiers asmara bamako bangui banjul bissau blantyre brazzaville bujumbura cairo casablanca ceuta conakry dakar dar e salaam djibouti douala el aaiun freetown gaborone harare johannesburg juba kampala khartoum kigali kinshasa lagos libreville lome luanda lubumbashi lusaka malabo maputo maseru mbabane mogadishu monrovia nairobi ndjamena niamey nouakchott ouagadougou portonovo sao tome tripoli tunis windhoek adak anchorage anguilla antigua araguaina argentinabuenos aire argentinacatamarca argentinacordoba argentinajujuy argentinala rioja argentinamendoza argentinario gallegos argentinasalta argentinasan juan argentinasan luis argentinatucuman argentinaushuaia aruba asuncion atikokan bahia bahia banderas barbados belem belize blancsablon boa vista bogota boise cambridge bay campo grande cancun caracas cayenne cayman chicago chihuahua costa rica creston cuiaba curacao danmarkshavn dawson dawson creek denver detroit dominica edmonton eirunepe el salvador fort nelson fortaleza glace bay godthab goose bay grand turk grenada guadeloupe guatemala guayaquil guyana halifax havana hermosillo indianaindianapolis indianaknox indianamarengo indianapetersburg indianatell indianavevay indianavincennes indianawinamac inuvik iqaluit jamaica juneau kentuckylouisville kentuckymonticello kralendijk la paz lima los angeles lower prince maceio managua manaus marigot martinique matamoros mazatlan menominee merida metlakatla mexico miquelon moncton monterrey montevideo montserrat nassau new york nipigon nome noronha north dakotabeulah north dakotacenter north dakotanew salem ojinaga panama pangnirtung paramaribo phoenix portauprince port spain porto velho puerto rico punta arena rainy river rankin inlet recife regina resolute rio branco santarem santiago santo domingo sao paulo scoresbysund sitka st barthelemy st john st kitts st lucia st thomas st vincent swift current tegucigalpa thule thunder bay tijuana toronto tortola vancouver whitehorse winnipeg yakutat yellowknife casey davis dumontdurville macquarie mawson mcmurdo palmer rothera syowa troll vostok longyearbyen aden almaty amman anadyr aqtau aqtobe ashgabat atyrau baghdad bahrain baku bangkok barnaul beirut bishkek brunei chita choibalsan colombo damascus dhaka dili dubai dushanbe famagusta gaza hebron ho chi minh hong kong hovd irkutsk jakarta jayapura jerusalem kabul kamchatka karachi kathmandu khandyga kolkata krasnoyarsk kuala lumpur kuching kuwait macau magadan makassar manila muscat nicosia novokuznetsk novosibirsk omsk oral phnom penh pontianak pyongyang qatar qostanay qyzylorda riyadh sakhalin samarkand seoul shanghai singapore srednekolymsk taipei tashkent tbilisi tehran thimphu tokyo tomsk ulaanbaatar urumqi ustnera vientiane vladivostok yakutsk yangon yekaterinburg yerevan azores bermuda canary cape verde faroe madeira reykjavik south georgia st helena stanley adelaide brisbane broken hill currie darwin eucla hobart lindeman lord howe melbourne perth sydney amsterdam andorra astrakhan athens belgrade berlin bratislava brussels bucharest budapest busingen chisinau copenhagen dublin gibraltar guernsey helsinki isle man istanbul jersey kaliningrad kiev kirov lisbon ljubljana london luxembourg madrid malta mariehamn minsk monaco moscow oslo paris podgorica prague riga rome samara san marino sarajevo saratov simferopol skopje sofia stockholm tallinn tirane ulyanovsk uzhgorod vaduz vatican vienna vilnius volgograd warsaw zagreb zaporozhye zurich antananarivo chagos christmas coco comoro kerguelen mahe maldives mauritius mayotte reunion apia auckland bougainville chatham chuuk easter efate enderbury fakaofo fiji funafuti galapagos gambier guadalcanal guam honolulu kiritimati kosrae kwajalein majuro marquesas midway nauru niue norfolk noumea pago pago palau pitcairn pohnpei port moresby rarotonga saipan tahiti tarawa tongatapu wake wallis use default frontend language optional use default english united kingdom use default backend template style optional use default hathor default isi default use default backend language optional use default english united kingdom use default help optional use default english gb help wiki use default cancel su facebooks could misused user administrator template super user		6	3
41	41	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/travel']	http://192.168.56.105/	0		get	uncategorised facebooks could misused username password remember log forgot username forgot password		7	48
42	42	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/travel']	http://192.168.56.105/index.php	1	admin	post	uncategorised su facebooks could misused user administrator template super user	(admin,adminPass)	7	54
43	43	['http://192.168.56.105/', 'http://192.168.56.105/index.php', 'http://192.168.56.105/index.php/tags/tagsu', 'http://192.168.56.105/index.php/culture/6-the-five-most-creative-cities-in-the-world', 'http://192.168.56.105/index.php/sport', 'http://192.168.56.105/index.php/travel']	http://192.168.56.105/index.php/tags/tagsu	2	admin	get	su titlei display su facebooks could misused user administrator template super user		7	59
